city,tract,county,BoroCTLbl,Total,White,Black,Native,Asian,Pacific Islander,Other,Two or More
 New York,779.04,Queens,Queens 779.04,5827,3891,158,19,1485,0,116,158
 New York,809,Queens,Queens 809,7196,3603,581,0,2429,0,239,344
 New York,853,Queens,Queens 853,5103,435,94,33,4349,0,103,89
 New York,859,Queens,Queens 859,5422,829,166,157,3885,0,31,354
 New York,865,Queens,Queens 865,4392,446,31,0,3583,0,201,131
 New York,942.02,Queens,Queens 942.02,4590,1648,2012,0,421,0,356,153
 New York,942.03,Queens,Queens 942.03,6692,4842,686,0,192,0,500,472
 New York,981,Queens,Queens 981,2351,1676,0,41,516,0,118,0
 New York,71,Queens,Queens 71,3288,2341,69,0,519,0,168,191
 New York,117,Queens,Queens 117,3774,3069,105,0,365,0,201,34
 New York,147,Queens,Queens 147,2985,2269,129,35,373,0,72,107
 New York,297,Queens,Queens 297,1888,1068,21,0,458,0,269,72
 New York,309.02,Queens,Queens 309.02,6833,3140,195,128,2640,0,466,264
 New York,317,Queens,Queens 317,6014,4989,287,94,335,0,240,69
 New York,327,Queens,Queens 327,3611,935,80,18,975,0,1560,43
 New York,328,Queens,Queens 328,2612,48,2296,0,126,0,30,112
 New York,337,Queens,Queens 337,3120,1074,0,0,681,0,1365,0
 New York,394,Queens,Queens 394,3061,35,2738,0,54,0,110,124
 New York,405,Queens,Queens 405,3230,1450,187,14,212,0,1337,30
 New York,407,Queens,Queens 407,9272,2218,423,65,330,0,6040,196
 New York,469,Queens,Queens 469,8167,1552,338,103,2464,0,3519,191
 New York,480,Queens,Queens 480,2479,361,341,49,1085,0,558,85
 New York,485,Queens,Queens 485,4190,603,38,0,2901,0,640,8
 New York,496,Queens,Queens 496,3199,526,652,14,890,67,646,404
 New York,500,Queens,Queens 500,4518,342,3099,0,405,0,566,106
 New York,508,Queens,Queens 508,2039,73,1670,0,18,0,210,68
 New York,361,Queens,Queens 361,2471,410,511,0,242,0,1231,77
 New York,363,Queens,Queens 363,1711,202,390,0,144,0,887,88
 New York,371,Queens,Queens 371,1301,162,345,2,195,0,511,86
 New York,377,Queens,Queens 377,3691,954,436,18,35,0,2202,46
 New York,379,Queens,Queens 379,6432,2944,355,0,643,13,2462,15
 New York,413,Queens,Queens 413,4867,1574,57,16,836,0,2165,219
 New York,415,Queens,Queens 415,4052,2313,70,0,430,0,1239,0
 New York,426,Queens,Queens 426,488,223,247,0,18,0,0,0
 New York,434,Queens,Queens 434,1815,33,1463,0,99,9,148,63
 New York,450,Queens,Queens 450,2193,400,172,0,1270,0,210,141
 New York,452,Queens,Queens 452,1204,275,166,21,592,0,107,43
 New York,462,Queens,Queens 462,7012,475,902,10,2845,0,2362,418
 New York,468,Queens,Queens 468,3221,197,285,24,2211,0,236,268
 New York,470,Queens,Queens 470,3300,185,390,106,1643,0,853,123
 New York,471,Queens,Queens 471,4309,510,25,64,2972,0,738,0
 New York,472,Queens,Queens 472,3671,924,1018,0,1202,0,411,116
 New York,1010.02,Queens,Queens 1010.02,4492,3454,910,0,106,0,11,11
 New York,1039,Queens,Queens 1039,6507,3853,0,0,2090,0,310,254
 New York,192,Queens,Queens 192,2090,180,1641,0,108,0,97,64
 New York,183,Queens,Queens 183,6597,4601,189,0,1344,0,242,221
 New York,188,Queens,Queens 188,1391,134,863,15,123,0,214,42
 New York,189,Queens,Queens 189,3319,1396,44,23,1234,0,515,107
 New York,259,Queens,Queens 259,3675,1809,11,0,1514,0,201,140
 New York,266,Queens,Queens 266,1682,9,1457,0,51,0,165,0
 New York,273,Queens,Queens 273,6710,3840,563,0,680,0,1583,44
 New York,293,Queens,Queens 293,1118,184,0,0,897,0,26,11
 New York,36,Queens,Queens 36,3624,1231,32,11,1172,0,977,201
 New York,44.01,Queens,Queens 44.01,3865,614,222,29,2251,0,593,156
 New York,53,Queens,Queens 53,4726,2541,129,27,1095,0,580,354
 New York,57,Queens,Queens 57,4445,2093,211,10,1199,0,797,135
 New York,73,Queens,Queens 73,3973,2459,103,24,934,0,365,88
 New York,81,Queens,Queens 81,1393,782,35,0,185,0,334,57
 New York,38,Queens,Queens 38,2756,931,197,1,393,0,977,257
 New York,299,Queens,Queens 299,0,0,0,0,0,0,0,0
 New York,263,Queens,Queens 263,6402,2382,0,0,3498,0,231,291
 New York,271,Queens,Queens 271,8311,1853,184,123,3678,0,2244,229
 New York,288,Queens,Queens 288,5028,217,3899,0,239,0,525,148
 New York,320,Queens,Queens 320,5072,358,4282,0,88,0,203,141
 New York,331,Queens,Queens 331,0,0,0,0,0,0,0,0
 New York,599,Queens,Queens 599,1268,1102,14,0,46,0,55,51
 New York,619,Queens,Queens 619,2890,2530,16,0,96,0,93,155
 New York,623,Queens,Queens 623,2133,1992,25,0,18,0,98,0
 New York,629,Queens,Queens 629,2951,2311,54,0,188,0,326,72
 New York,639,Queens,Queens 639,2965,2345,75,0,219,0,206,120
 New York,641.02,Queens,Queens 641.02,0,0,0,0,0,0,0,0
 New York,669,Queens,Queens 669,1656,1484,0,0,130,0,42,0
 New York,682,Queens,Queens 682,1016,18,896,0,24,0,70,8
 New York,695,Queens,Queens 695,2041,1282,16,0,607,0,96,40
 New York,703,Queens,Queens 703,1919,1107,64,0,501,0,165,82
 New York,473,Queens,Queens 473,4356,849,69,17,2901,0,506,14
 New York,482,Queens,Queens 482,1584,116,587,0,556,0,218,107
 New York,483,Queens,Queens 483,3837,859,37,80,2076,11,723,51
 New York,493.02,Queens,Queens 493.02,2927,1943,88,0,423,0,363,110
 New York,504,Queens,Queens 504,1960,93,1728,1,12,0,53,73
 New York,505,Queens,Queens 505,1502,722,53,0,544,0,158,25
 New York,540,Queens,Queens 540,4537,128,3058,38,238,0,973,102
 New York,542,Queens,Queens 542,4891,1241,1398,0,901,0,772,579
 New York,549,Queens,Queens 549,5999,4677,91,0,751,0,403,77
 New York,1567,Queens,Queens 1567,1601,506,428,0,593,0,58,16
 New York,555,Queens,Queens 555,2290,1716,30,0,114,0,298,132
 New York,581,Queens,Queens 581,3027,2759,68,0,67,0,83,50
 New York,1479,Queens,Queens 1479,4430,2278,105,0,1532,0,437,78
 New York,518,Queens,Queens 518,2079,3,2002,0,7,0,21,46
 New York,524,Queens,Queens 524,1685,79,1494,0,42,0,55,15
 New York,30,Queens,Queens 30,1529,708,83,0,255,0,265,218
 New York,7,Queens,Queens 7,6079,3653,66,0,1548,0,380,432
 New York,79,Queens,Queens 79,2886,1548,26,0,691,0,579,42
 New York,55,Queens,Queens 55,860,330,20,7,258,0,241,4
 New York,40.02,Queens,Queens 40.02,1666,435,106,0,600,0,434,91
 New York,463,Queens,Queens 463,3855,963,41,0,1259,0,1343,249
 New York,465,Queens,Queens 465,3539,923,10,0,1104,0,1447,55
 New York,737,Queens,Queens 737,1933,1355,12,0,439,0,66,61
 New York,779.02,Queens,Queens 779.02,4879,4034,58,0,561,0,0,226
 New York,187,Queens,Queens 187,2895,1565,70,0,964,0,247,49
 New York,214,Queens,Queens 214,7405,749,516,18,3723,15,2150,234
 New York,583,Queens,Queens 583,3548,2656,175,0,228,0,437,52
 New York,466,Queens,Queens 466,3602,590,920,0,1531,0,458,103
 New York,502.02,Queens,Queens 502.02,1399,13,1021,0,155,0,65,145
 New York,560,Queens,Queens 560,1716,467,165,4,595,0,263,222
 New York,6,Queens,Queens 6,3690,1406,148,49,756,0,1161,170
 New York,142.01,Queens,Queens 142.01,4277,1283,430,25,1484,0,862,193
 New York,621,Queens,Queens 621,2549,2200,10,0,30,0,207,102
 New York,591,Queens,Queens 591,5606,4406,213,0,299,0,472,216
 New York,892,Queens,Queens 892,7682,7010,71,0,288,0,167,146
 New York,1579.02,Queens,Queens 1579.02,4210,1467,76,64,2318,42,0,243
 New York,52,Queens,Queens 52,2721,473,203,0,1399,0,501,145
 New York,120,Queens,Queens 120,2314,382,158,0,1159,0,545,70
 New York,156,Queens,Queens 156,2852,285,388,62,1256,0,718,143
 New York,1227.02,Queens,Queens 1227.02,7547,2401,2665,0,797,0,1008,676
 New York,83,Queens,Queens 83,2594,1213,252,0,410,16,579,124
 New York,889.01,Queens,Queens 889.01,10226,1832,216,0,6074,0,2060,44
 New York,1451.02,Queens,Queens 1451.02,2578,658,149,0,1648,0,66,57
 New York,86,Queens,Queens 86,2823,1321,22,24,453,5,858,140
 New York,142.02,Queens,Queens 142.02,2767,927,298,23,757,0,576,186
 New York,190,Queens,Queens 190,2589,164,1407,60,100,0,787,71
 New York,251,Queens,Queens 251,6240,3714,94,0,1903,0,427,102
 New York,367,Queens,Queens 367,2387,508,741,0,300,0,716,122
 New York,409,Queens,Queens 409,5533,1739,238,73,332,0,3071,80
 New York,476,Queens,Queens 476,1469,519,284,45,520,0,101,0
 New York,50,Queens,Queens 50,101,27,0,0,0,0,74,0
 New York,96,Queens,Queens 96,3730,782,457,14,1017,0,1205,255
 New York,111,Queens,Queens 111,3153,2236,81,0,641,0,40,155
 New York,116,Queens,Queens 116,2108,374,138,0,900,0,568,128
 New York,121,Queens,Queens 121,2130,1659,97,5,183,0,121,65
 New York,137,Queens,Queens 137,1664,1355,18,0,169,0,75,47
 New York,149,Queens,Queens 149,1917,1675,38,9,140,0,55,0
 New York,154,Queens,Queens 154,2293,154,277,0,835,0,924,103
 New York,212,Queens,Queens 212,2324,426,281,6,129,0,1438,44
 New York,220.02,Queens,Queens 220.02,7087,2551,1195,0,1371,0,1647,323
 New York,245,Queens,Queens 245,5178,3208,34,32,1110,0,260,534
 New York,1189,Queens,Queens 1189,2157,502,15,0,1515,0,125,0
 New York,1159,Queens,Queens 1159,4097,589,11,12,3087,0,194,204
 New York,1167,Queens,Queens 1167,1731,142,26,29,1304,0,206,24
 New York,1171,Queens,Queens 1171,2440,816,52,0,1082,0,465,25
 New York,1199,Queens,Queens 1199,1585,256,2,0,1055,0,259,13
 New York,1207,Queens,Queens 1207,3169,1363,36,22,1569,0,67,112
 New York,1223,Queens,Queens 1223,3514,1436,28,0,1678,0,278,94
 New York,1301,Queens,Queens 1301,3932,1831,678,76,754,0,418,175
 New York,1333,Queens,Queens 1333,3775,2040,71,0,1497,0,95,72
 New York,1347,Queens,Queens 1347,10028,2622,1023,131,5085,0,838,329
 New York,1409.02,Queens,Queens 1409.02,2952,753,4,0,2071,21,18,85
 New York,1459,Queens,Queens 1459,2903,1547,6,7,1177,0,99,67
 New York,577,Queens,Queens 577,4194,3598,52,0,160,0,315,69
 New York,525,Queens,Queens 525,2288,1657,58,0,165,0,311,97
 New York,556,Queens,Queens 556,2236,474,304,0,879,0,401,178
 New York,606,Queens,Queens 606,1380,11,1222,0,6,0,135,6
 New York,687,Queens,Queens 687,4638,1917,129,0,2130,0,318,144
 New York,638,Queens,Queens 638,3641,190,3185,0,21,0,207,38
 New York,654,Queens,Queens 654,3396,275,2517,32,189,0,238,145
 New York,663,Queens,Queens 663,2650,2108,5,7,413,0,65,52
 New York,694,Queens,Queens 694,3681,169,3199,0,56,0,128,129
 New York,34,Queens,Queens 34,2606,846,182,0,582,0,842,154
 New York,1129,Queens,Queens 1129,2077,1330,83,0,583,0,70,11
 New York,553,Queens,Queens 553,2675,1608,99,12,427,0,350,179
 New York,627,Queens,Queens 627,2918,2710,7,0,65,0,92,44
 New York,677,Queens,Queens 677,1792,1611,0,0,169,0,12,0
 New York,799,Queens,Queens 799,3018,705,0,24,1969,0,320,0
 New York,991,Queens,Queens 991,7018,5704,0,0,1136,0,112,66
 New York,100,Queens,Queens 100,3895,847,714,20,1023,0,1072,219
 New York,608,Queens,Queens 608,1740,69,1671,0,0,0,0,0
 New York,24,Queens,Queens 24,2433,700,176,21,611,0,759,166
 New York,59,Queens,Queens 59,4181,2893,79,0,434,0,623,152
 New York,91,Queens,Queens 91,2501,1817,104,0,327,0,253,0
 New York,140,Queens,Queens 140,3869,2260,214,0,711,0,590,94
 New York,255,Queens,Queens 255,1439,694,0,0,613,0,132,0
 New York,352,Queens,Queens 352,2913,185,2546,0,53,0,51,78
 New York,403,Queens,Queens 403,7066,2237,237,22,884,0,3583,103
 New York,481,Queens,Queens 481,6386,1228,234,0,3288,0,1480,156
 New York,521,Queens,Queens 521,2366,1911,44,0,141,0,129,141
 New York,594,Queens,Queens 594,1835,6,1758,0,4,0,32,35
 New York,1099,Queens,Queens 1099,3032,1345,23,0,1457,0,132,75
 New York,104,Queens,Queens 104,3319,270,808,0,645,0,1268,328
 New York,108,Queens,Queens 108,3448,177,367,0,1333,0,1314,257
 New York,118,Queens,Queens 118,2625,452,146,27,1093,0,773,134
 New York,12,Queens,Queens 12,3928,1722,232,0,707,0,921,346
 New York,20,Queens,Queens 20,1873,652,27,41,644,0,503,6
 New York,25,Queens,Queens 25,7367,1172,3820,78,861,0,1170,266
 New York,37,Queens,Queens 37,0,0,0,0,0,0,0,0
 New York,616.02,Queens,Queens 616.02,1209,41,1051,9,34,0,62,12
 New York,624,Queens,Queens 624,0,0,0,0,0,0,0,0
 New York,2,Queens,Queens 2,3208,1851,83,0,549,0,539,186
 New York,18,Queens,Queens 18,2899,1206,176,33,660,0,726,98
 New York,515,Queens,Queens 515,3260,2528,25,0,158,0,373,176
 New York,532,Queens,Queens 532,1903,15,1531,161,1,9,154,32
 New York,516,Queens,Queens 516,2017,150,1764,7,0,0,60,36
 New York,526,Queens,Queens 526,1970,51,1716,0,42,0,90,71
 New York,554,Queens,Queens 554,2361,676,380,17,884,20,371,13
 New York,538,Queens,Queens 538,1841,0,1582,13,69,0,177,0
 New York,547,Queens,Queens 547,5221,4014,186,0,596,0,380,45
 New York,557,Queens,Queens 557,4400,3723,101,0,273,0,197,106
 New York,558,Queens,Queens 558,1683,305,326,0,410,0,452,190
 New York,559,Queens,Queens 559,1113,670,50,0,88,0,273,32
 New York,561,Queens,Queens 561,60,43,0,0,17,0,0,0
 New York,579,Queens,Queens 579,1853,1588,12,20,75,0,109,49
 New York,589,Queens,Queens 589,5021,4440,34,42,194,0,293,18
 New York,596,Queens,Queens 596,1333,23,1271,0,1,0,20,18
 New York,603,Queens,Queens 603,2094,1766,13,0,101,0,180,34
 New York,659,Queens,Queens 659,1784,1499,0,0,183,0,92,10
 New York,679,Queens,Queens 679,4067,2639,69,0,272,0,739,348
 New York,697.01,Queens,Queens 697.01,3833,1945,339,0,1319,0,140,90
 New York,98,Queens,Queens 98,2704,250,422,0,795,0,1138,99
 New York,1047,Queens,Queens 1047,6682,2866,6,33,3180,0,469,128
 New York,1059,Queens,Queens 1059,4016,2449,2,0,1424,0,10,131
 New York,155,Queens,Queens 155,2464,1668,96,0,422,0,124,154
 New York,172,Queens,Queens 172,2140,65,743,0,683,0,516,133
 New York,334.02,Queens,Queens 334.02,13280,260,12526,22,184,0,186,102
 New York,339,Queens,Queens 339,2715,1116,65,0,432,0,959,143
 New York,365,Queens,Queens 365,3242,632,449,22,247,0,1881,11
 New York,368,Queens,Queens 368,2588,23,2388,0,0,0,75,102
 New York,400,Queens,Queens 400,1510,13,1435,0,0,0,14,48
 New York,402,Queens,Queens 402,1737,0,1655,6,64,0,0,12
 New York,595,Queens,Queens 595,5303,3879,56,29,319,0,848,172
 New York,564,Queens,Queens 564,1246,393,143,0,296,0,290,124
 New York,592,Queens,Queens 592,1442,18,1383,0,0,0,18,23
 New York,610,Queens,Queens 610,1475,5,1470,0,0,0,0,0
 New York,614,Queens,Queens 614,1362,9,1206,0,23,0,92,32
 New York,632,Queens,Queens 632,2742,53,2625,0,5,0,54,5
 New York,633.01,Queens,Queens 633.01,1597,1451,44,0,70,0,32,0
 New York,641.01,Queens,Queens 641.01,2239,1856,15,0,273,0,59,36
 New York,1483,Queens,Queens 1483,2893,1930,19,0,802,0,81,61
 New York,1579.03,Queens,Queens 1579.03,4318,1687,185,32,2260,0,128,26
 New York,1621,Queens,Queens 1621,6458,2174,416,0,2594,0,775,499
 New York,1123,Queens,Queens 1123,1950,984,101,0,621,0,239,5
 New York,1161,Queens,Queens 1161,4346,623,115,0,3101,0,405,102
 New York,1163,Queens,Queens 1163,9211,1478,515,0,5909,7,1014,288
 New York,1257,Queens,Queens 1257,3244,630,479,0,1753,0,290,92
 New York,1399,Queens,Queens 1399,1745,778,3,0,904,0,0,60
 New York,1409.01,Queens,Queens 1409.01,989,336,18,0,606,9,0,20
 New York,1441,Queens,Queens 1441,3108,1047,85,0,1835,0,105,36
 New York,1447,Queens,Queens 1447,2957,615,470,0,1689,0,150,33
 New York,1529.01,Queens,Queens 1529.01,6764,2814,47,0,3809,0,41,53
 New York,1579.01,Queens,Queens 1579.01,5301,1696,219,0,2837,0,257,292
 New York,1032.01,Queens,Queens 1032.01,6316,1383,3249,29,605,55,886,109
 New York,1097,Queens,Queens 1097,1729,1001,12,0,662,0,21,33
 New York,1507.01,Queens,Queens 1507.01,3190,2016,16,0,965,0,62,131
 New York,1241,Queens,Queens 1241,3901,1275,179,0,2233,0,60,154
 New York,1341,Queens,Queens 1341,3581,1157,0,0,2318,0,40,66
 New York,1377,Queens,Queens 1377,7129,2248,578,109,3793,0,211,190
 New York,1551.02,Queens,Queens 1551.02,8787,4869,846,0,2473,0,422,177
 New York,105,Queens,Queens 105,4358,2809,145,0,554,0,655,195
 New York,95,Queens,Queens 95,2386,1816,107,0,323,0,62,78
 New York,110,Queens,Queens 110,3233,555,313,144,1040,0,899,282
 New York,112,Queens,Queens 112,2104,628,116,0,958,0,253,149
 New York,122,Queens,Queens 122,3398,973,149,13,1189,0,696,378
 New York,124,Queens,Queens 124,3040,928,359,0,635,0,860,258
 New York,134,Queens,Queens 134,5103,3034,295,0,824,0,739,211
 New York,633.02,Queens,Queens 633.02,1429,1347,8,0,5,0,46,23
 New York,693,Queens,Queens 693,3043,1292,369,43,1003,0,288,48
 New York,1291.04,Queens,Queens 1291.04,4367,2151,89,0,2020,0,14,93
 New York,1417,Queens,Queens 1417,5083,1622,191,0,2645,0,50,575
 New York,9901,Queens,Queens 9901,0,0,0,0,0,0,0,0
 New York,239,Staten Island,Staten Island 239,3765,2137,684,11,217,0,498,218
 New York,248,Staten Island,Staten Island 248,4985,4697,23,19,113,0,133,0
 New York,21,Staten Island,Staten Island 21,4061,1912,1365,0,277,0,318,189
 New York,170.09,Staten Island,Staten Island 170.09,4598,4288,0,0,108,0,36,166
 New York,207,Staten Island,Staten Island 207,5372,2829,1896,0,122,0,471,54
 New York,208.03,Staten Island,Staten Island 208.03,7115,6426,14,0,262,0,344,69
 New York,223,Staten Island,Staten Island 223,2571,1121,1083,80,100,0,129,58
 New York,247,Staten Island,Staten Island 247,2781,1391,645,0,348,1,322,74
 New York,251,Staten Island,Staten Island 251,6310,5304,126,0,623,0,95,162
 New York,291.04,Staten Island,Staten Island 291.04,7331,5219,823,0,698,0,426,165
 New York,47,Staten Island,Staten Island 47,2712,2266,119,0,308,0,2,17
 New York,50,Staten Island,Staten Island 50,4118,2762,365,0,658,14,308,11
 New York,74,Staten Island,Staten Island 74,4782,3380,210,0,743,0,394,55
 New York,96.01,Staten Island,Staten Island 96.01,4222,3489,98,99,325,0,89,122
 New York,96.02,Staten Island,Staten Island 96.02,3262,2678,60,0,372,0,101,51
 New York,122,Staten Island,Staten Island 122,3823,3536,1,0,194,0,79,13
 New York,187.02,Staten Island,Staten Island 187.02,7703,4398,213,19,2842,0,72,159
 New York,132.03,Staten Island,Staten Island 132.03,5604,4847,304,0,275,0,155,23
 New York,156.01,Staten Island,Staten Island 156.01,6423,5937,4,33,375,24,22,28
 New York,187.01,Staten Island,Staten Island 187.01,1808,1405,44,0,207,0,73,79
 New York,189.01,Staten Island,Staten Island 189.01,5421,4165,273,0,812,0,76,95
 New York,213,Staten Island,Staten Island 213,5082,3336,824,212,292,0,138,280
 New York,7,Staten Island,Staten Island 7,5182,1898,2156,0,168,0,147,813
 New York,3,Staten Island,Staten Island 3,1967,1144,226,16,365,0,131,85
 New York,9,Staten Island,Staten Island 9,1826,620,861,0,224,0,7,114
 New York,27,Staten Island,Staten Island 27,2025,934,505,0,81,0,286,219
 New York,81,Staten Island,Staten Island 81,4802,1828,1997,23,183,11,419,341
 New York,146.04,Staten Island,Staten Island 146.04,6985,5970,17,17,596,0,209,176
 New York,146.06,Staten Island,Staten Island 146.06,6174,5915,0,0,103,0,156,0
 New York,170.05,Staten Island,Staten Island 170.05,5255,4717,4,0,503,0,31,0
 New York,173,Staten Island,Staten Island 173,2282,1158,468,0,462,0,107,87
 New York,176,Staten Island,Staten Island 176,4770,4568,81,0,72,20,0,29
 New York,208.01,Staten Island,Staten Island 208.01,9166,8822,1,0,296,0,17,30
 New York,226,Staten Island,Staten Island 226,8505,7719,241,28,382,0,135,0
 New York,231,Staten Island,Staten Island 231,4927,2466,1393,0,721,0,227,120
 New York,319.02,Staten Island,Staten Island 319.02,5167,1548,2907,35,43,0,385,249
 New York,132.01,Staten Island,Staten Island 132.01,1497,1318,29,0,150,0,0,0
 New York,141,Staten Island,Staten Island 141,2213,1185,345,0,330,0,316,37
 New York,6,Staten Island,Staten Island 6,2351,1641,244,0,318,0,57,91
 New York,18,Staten Island,Staten Island 18,603,453,54,9,18,0,13,56
 New York,112.01,Staten Island,Staten Island 112.01,6045,5367,60,0,618,0,0,0
 New York,33,Staten Island,Staten Island 33,3674,1866,1090,0,306,0,360,52
 New York,70,Staten Island,Staten Island 70,9011,6747,634,126,1059,0,329,116
 New York,105,Staten Island,Staten Island 105,4358,2469,524,0,408,0,790,167
 New York,156.02,Staten Island,Staten Island 156.02,3342,3246,24,0,47,0,0,25
 New York,177,Staten Island,Staten Island 177,6246,5522,7,0,629,12,0,76
 New York,273.01,Staten Island,Staten Island 273.01,3913,2767,93,0,800,0,83,170
 New York,277.04,Staten Island,Staten Island 277.04,4555,3587,11,15,654,0,225,63
 New York,323,Staten Island,Staten Island 323,1138,455,580,0,7,0,82,14
 New York,40,Staten Island,Staten Island 40,12897,3555,5811,0,1688,0,1401,442
 New York,128.04,Staten Island,Staten Island 128.04,4001,3476,35,0,359,0,79,52
 New York,133.02,Staten Island,Staten Island 133.02,2985,1242,1223,0,146,0,282,92
 New York,154,Staten Island,Staten Island 154,0,0,0,0,0,0,0,0
 New York,169.01,Staten Island,Staten Island 169.01,3114,2672,68,0,258,0,67,49
 New York,170.07,Staten Island,Staten Island 170.07,5561,4345,324,0,689,0,97,106
 New York,273.02,Staten Island,Staten Island 273.02,3755,3125,39,0,560,0,0,31
 New York,277.02,Staten Island,Staten Island 277.02,6913,5246,99,62,1137,0,336,33
 New York,279,Staten Island,Staten Island 279,2203,1973,49,9,151,0,15,6
 New York,303.02,Staten Island,Staten Island 303.02,6504,3623,952,0,917,0,777,235
 New York,146.05,Staten Island,Staten Island 146.05,3970,3759,8,0,203,0,0,0
 New York,170.08,Staten Island,Staten Island 170.08,7608,7187,49,0,304,0,39,29
 New York,29,Staten Island,Staten Island 29,4674,1364,2313,0,145,0,695,157
 New York,59,Staten Island,Staten Island 59,3058,2615,119,0,216,0,95,13
 New York,75,Staten Island,Staten Island 75,3989,2492,769,0,183,0,229,316
 New York,97,Staten Island,Staten Island 97,4232,1982,1573,0,94,0,418,165
 New York,114.02,Staten Island,Staten Island 114.02,3496,3186,46,0,212,0,13,39
 New York,121,Staten Island,Staten Island 121,3205,2626,43,11,44,0,345,136
 New York,20.02,Staten Island,Staten Island 20.02,3463,2836,59,0,405,0,10,153
 New York,36,Staten Island,Staten Island 36,2657,1693,280,0,527,0,101,56
 New York,112.02,Staten Island,Staten Island 112.02,5479,3845,634,27,463,0,205,305
 New York,291.03,Staten Island,Staten Island 291.03,8588,6586,142,0,1081,76,531,172
 New York,11,Staten Island,Staten Island 11,3402,1194,1625,0,65,0,363,155
 New York,77,Staten Island,Staten Island 77,1356,621,520,0,77,0,115,23
 New York,170.10,Staten Island,Staten Island 170.10,9215,8371,104,0,539,23,58,120
 New York,319.01,Staten Island,Staten Island 319.01,2725,815,1499,0,156,0,255,0
 New York,17,Staten Island,Staten Island 17,1425,663,329,0,134,0,223,76
 New York,133.01,Staten Island,Staten Island 133.01,1255,371,659,5,32,0,47,141
 New York,151,Staten Island,Staten Island 151,5199,4461,50,0,442,0,96,150
 New York,156.03,Staten Island,Staten Island 156.03,4750,4596,0,0,90,0,64,0
 New York,189.02,Staten Island,Staten Island 189.02,5378,3484,129,0,1233,0,183,349
 New York,201,Staten Island,Staten Island 201,3441,2423,449,0,332,0,121,116
 New York,291.02,Staten Island,Staten Island 291.02,2974,2206,48,0,488,0,190,42
 New York,303.01,Staten Island,Staten Island 303.01,5110,2959,615,13,1069,0,224,230
 New York,8,Staten Island,Staten Island 8,5433,3404,455,0,1077,0,304,193
 New York,39,Staten Island,Staten Island 39,2424,1620,508,0,132,0,46,118
 New York,125,Staten Island,Staten Island 125,2952,2211,466,0,126,0,90,59
 New York,134,Staten Island,Staten Island 134,4134,3606,19,0,183,0,289,37
 New York,20.01,Staten Island,Staten Island 20.01,2721,2056,169,54,234,0,82,126
 New York,64,Staten Island,Staten Island 64,3326,2281,555,0,275,0,186,29
 New York,114.01,Staten Island,Staten Island 114.01,2913,1670,562,0,267,0,148,266
 New York,132.04,Staten Island,Staten Island 132.04,4793,4634,2,0,57,0,52,48
 New York,138,Staten Island,Staten Island 138,6054,5551,0,0,309,0,0,194
 New York,147,Staten Island,Staten Island 147,3301,2995,111,0,84,0,15,96
 New York,197,Staten Island,Staten Island 197,1827,1648,4,0,117,0,16,42
 New York,208.04,Staten Island,Staten Island 208.04,5916,5310,14,127,234,0,109,122
 New York,181,Staten Island,Staten Island 181,3068,2756,21,0,255,0,7,29
 New York,198,Staten Island,Staten Island 198,6538,5869,138,30,227,0,220,54
 New York,228,Staten Island,Staten Island 228,12,12,0,0,0,0,0,0
 New York,244.01,Staten Island,Staten Island 244.01,6131,5654,0,0,126,0,222,129
 New York,67,Staten Island,Staten Island 67,2495,2206,60,0,165,0,15,49
 New York,128.05,Staten Island,Staten Island 128.05,2591,2513,7,0,71,0,0,0
 New York,128.06,Staten Island,Staten Island 128.06,5574,4254,372,0,270,0,242,436
 New York,146.07,Staten Island,Staten Island 146.07,4552,3898,71,0,532,0,0,51
 New York,146.08,Staten Island,Staten Island 146.08,3848,3702,29,0,61,0,0,56
 New York,170.11,Staten Island,Staten Island 170.11,4627,4461,2,0,104,0,0,60
 New York,170.12,Staten Island,Staten Island 170.12,4444,4136,17,0,172,16,52,51
 New York,244.02,Staten Island,Staten Island 244.02,4654,4431,33,0,179,0,11,0
 New York,277.05,Staten Island,Staten Island 277.05,5843,4139,156,0,1238,0,54,256
 New York,277.06,Staten Island,Staten Island 277.06,3520,2197,432,0,679,0,130,82
 New York,9901,Staten Island,Staten Island 9901,0,0,0,0,0,0,0,0
